runtime,votes_imdb,adjusted_budget,year,spring,summer,fall,winter,score_imdb,rating,crime,drama,romance,animation,comedy,family,mystery,sci-fi,thriller,adventure,fantasy,action,biography,horror,history,war,music,sport,short,western,musical,documentary,film-noir,adult,adjusted_gross
96,119947,21219951,2007,1,0,0,0,7.2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102695127
126,50295,18723486,2007,0,0,0,1,7.6,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37742063
92,62132,74893943,2007,0,0,0,1,5.2,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,271274568
105,62804,24964648,2007,0,0,1,0,6.8,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11900970
139,416842,322043956,2007,0,1,0,0,6.2,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,420068024
89,73126,24964648,2007,1,0,0,0,6.2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20981633
96,58230,43688134,2007,0,0,0,1,6.7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22864061
108,39286,1872349,2007,0,1,0,0,7.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23809783
127,224119,87376267,2007,0,0,1,0,7.7,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48225381
113,157342,224681830,2007,0,0,0,1,6.1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87510737
116,301732,62411619,2007,0,0,0,1,7.4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,66029088
110,48000,27461113,2007,0,0,1,0,6.2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113150022
98,89881,31205810,2007,0,0,1,0,6.8,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59469490
100,6254,12482324,2007,1,0,0,0,5.5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39153278
121,13379,4743283,2007,0,0,1,0,6.3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,63234
113,450691,24964648,2007,0,0,1,0,7.6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151614333
94,100087,49929296,2007,0,0,0,1,4.7,4,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,52172452
96,21178,21219951,2007,0,1,0,0,4.7,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3278857
85,57904,124823239,2007,0,1,0,0,6.7,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73480562
110,106339,87376267,2007,0,0,1,0,7.1,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59336946
122,49635,34326391,2007,0,0,1,0,6.8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12152847
98,27335,9985859,2007,0,0,0,1,5.9,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4986711
90,37238,0,2007,0,0,1,0,5.3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41050544
114,33132,0,2007,1,0,0,0,7.2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8267145
96,27948,0,2007,0,0,1,0,6.8,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5534655
86,195668,18723,2007,0,0,1,0,6.3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134707754
99,38839,24964648,2007,1,0,0,0,5.4,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12772015
124,86887,24964648,2007,1,0,0,0,7.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24542729
99,13248,9985859,2007,0,1,0,0,6.7,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,279815
99,38837,49929296,2007,1,0,0,0,5.7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31363354
109,39651,75886288,2007,1,0,0,0,5.7,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29938790
100,8895,4368813,2007,0,1,0,0,6.0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4663043
158,412459,31205810,2007,0,0,0,1,8.1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50207045
169,514191,374469717,2007,0,1,0,0,7.1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,386228596
100,33901,0,2007,1,0,0,0,5.6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53267119
118,25351,19971718,2007,0,0,1,0,7.2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4103333
92,223740,162270211,2007,0,1,0,0,5.6,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,164668986
120,50326,20595834,2007,0,0,1,0,7.1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23305680
91,115409,187234858,2007,0,0,0,1,6.1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158065261
100,20748,0,2007,0,0,1,0,4.5,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22474671
117,85707,22468183,2007,0,0,1,0,7.3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842762
126,180134,37446972,2007,0,0,0,1,7.1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67024847
96,65327,24964648,2007,1,0,0,0,5.9,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59731170
99,13682,56170458,2007,0,0,1,0,4.8,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977520
95,86258,49929296,2007,1,0,0,0,6.5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63126344
104,38726,0,2007,0,1,0,0,7.7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11767198
100,21482,24964648,2007,0,1,0,0,5.9,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23845073
99,16948,24964648,2007,0,1,0,0,5.9,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31970377
123,207447,37446972,2007,0,0,0,1,7.8,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63568815
124,193052,162270211,2007,0,0,0,1,6.5,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,274566333
114,92924,37446972,2007,0,0,0,1,7.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39524233
111,75924,18723486,2007,0,0,1,0,6.5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616360
96,131848,87376267,2007,1,0,0,0,6.2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22731576
84,66246,10734799,2007,0,0,0,1,6.5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17946084
104,226504,31205810,2007,0,1,0,0,6.8,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89854792
122,679346,31205810,2007,0,0,0,1,8.1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92723227
104,62276,34950507,2007,0,1,0,0,6.3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53808776
116,33861,124823239,2007,0,0,0,1,5.6,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89881191
100,56668,74893943,2007,1,0,0,0,4.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119422895
113,152773,0,2007,1,0,0,0,7.2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48699809
122,274708,106099753,2007,0,1,0,0,6.9,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146236321
157,343160,81135105,2007,1,0,0,0,7.7,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41291632
85,98719,0,2007,0,1,0,0,7.9,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11783218
87,273363,93617429,2007,0,1,0,0,7.4,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228595056
100,7027,16227021,2007,0,0,0,1,6.2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61315589
97,14779,0,2007,0,0,1,0,6.7,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382636
100,30052,0,2007,0,0,0,1,6.4,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78845
100,8133,32454042,2007,1,0,0,0,4.0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8584260
116,10669,0,2007,0,0,1,0,7.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463651
99,52730,19971718,2007,1,0,0,0,7.1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5742599
122,252471,68652781,2007,0,0,1,0,7.7,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,66913889
107,153161,106099753,2007,0,0,0,1,7.1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159533164
100,5236,3245404,2007,0,1,0,0,5.3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62412
113,146606,39943436,2007,0,0,1,0,6.6,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,49391307
115,148203,187234858,2007,0,0,0,1,6.2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102705284
96,121468,218440668,2007,0,1,0,0,5.4,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125400294
101,174137,39943436,2007,1,0,0,0,6.4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43929251
126,239527,22468183,2007,0,0,0,1,7.2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31948454
117,12115,0,2007,0,1,0,0,6.6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15593519
100,225731,18723486,2007,0,1,0,0,7.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35748023
111,516560,187234858,2007,0,1,0,0,8.0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,257692152
106,51024,24964648,2007,0,0,1,0,6.2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32367480
124,11873,6241162,2007,0,0,1,0,6.3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305064
86,93481,24964648,2007,0,0,0,1,2.3,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49603965
90,35022,19971718,2007,1,0,0,0,5.4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44156012
105,128109,0,2007,0,0,0,1,7.5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8938947
114,58073,68652781,2007,0,0,1,0,6.9,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,20450427
92,28911,25675694,2006,0,0,1,0,4.7,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24192646
139,252584,51351389,2006,0,0,0,1,7.8,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65301809
88,73282,38513542,2006,1,0,0,0,4.4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23795992
102,56253,51351389,2006,0,0,1,0,3.7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78171
100,47270,35945972,2006,0,1,0,0,5.4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22243689
89,71344,23108125,2006,0,1,0,0,5.8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52650208
117,292006,154054167,2006,0,1,0,0,7.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,313350003
99,34616,51351389,2006,0,0,0,1,4.6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90078003
100,33023,15405417,2006,1,0,0,0,5.3,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23874984
115,38919,25675694,2006,0,0,1,0,6.5,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14910890
144,503887,192567708,2006,0,0,0,1,8.0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,214964565
143,257380,32094618,2006,0,0,0,1,7.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44037458
91,211943,102702778,2006,1,0,0,0,6.9,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250762467
112,19855,0,2006,0,0,0,1,6.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19948796
102,76132,0,2006,1,0,0,0,7.2,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32535
123,154942,7702708,2006,0,0,0,1,7.7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22603192
100,18107,0,2006,0,0,1,0,6.8,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88756
109,308388,44932465,2006,0,1,0,0,6.8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160139897
90,8970,33378403,2006,0,0,0,1,5.1,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21381722
145,63950,26959479,2006,0,1,0,0,7.8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5646768
94,27672,110405486,2006,0,0,0,1,6.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19427210
118,10774,0,2006,0,0,0,1,7.5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23839
100,15148,0,2006,1,0,0,0,7.4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414595
84,21102,11554062,2006,0,0,0,1,4.6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20842621
84,118217,0,2006,0,0,0,1,6.6,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570120
97,41469,25675694,2006,0,0,1,0,5.3,3,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30015522
97,30383,0,2006,0,0,0,1,6.3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106535784
151,962185,115540625,2006,0,0,1,0,8.5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169952961
137,285724,2567569,2006,1,0,0,0,8.5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14488938
149,345008,160473090,2006,0,1,0,0,6.6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279269570
116,55548,19256771,2006,1,0,0,0,7.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12063558
91,59869,20540556,2006,0,0,1,0,5.9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50732300
93,12988,0,2006,1,0,0,0,6.7,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25515
141,139014,24391910,2006,1,0,0,0,7.9,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,17659848
84,20852,0,2006,0,0,0,1,6.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5943981
108,38145,0,2006,0,1,0,0,7.3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57935
112,23013,57770312,2006,0,0,0,1,6.4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49297283
126,30288,35945972,2006,0,0,1,0,6.5,4,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18520201
103,91427,0,2006,0,0,0,1,7.3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,72459006
120,20590,0,2006,0,0,0,1,6.5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194522
117,369367,70608160,2006,0,0,0,1,8.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209984121
100,22732,65473021,2006,0,0,1,0,5.6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93432568
110,12056,0,2006,0,0,1,0,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1308132
110,50944,32094618,2006,0,1,0,0,5.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78211991
107,139041,19256771,2006,1,0,0,0,6.4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53635066
117,39109,17972986,2006,0,0,0,1,7.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14433336
109,18566,0,2006,0,0,0,1,6.9,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474767
100,46906,0,2006,0,0,0,1,6.9,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18916097
110,316052,20540556,2006,0,0,1,0,7.6,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51182753
130,943597,51351389,2006,0,0,1,0,8.5,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68155991
110,57005,22466233,2006,0,0,1,0,6.3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24629646
93,70105,83446007,2006,1,0,0,0,5.6,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105561091
118,21869,0,2006,1,0,0,0,7.5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27281302
138,197811,109121701,2006,0,0,0,1,6.9,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81167095
84,312878,23108125,2006,0,0,0,1,7.3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164973986
107,23173,21824340,2006,1,0,0,0,5.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9232761
110,84057,89864931,2006,0,1,0,0,5.6,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54285054
117,94912,0,2006,0,1,0,0,7.9,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2910218
108,18618,33378403,2006,0,0,0,1,5.8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21988654
104,199003,109121701,2006,0,1,0,0,6.0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80255051
128,21583,70608160,2006,0,0,1,0,6.2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9270797
108,43940,77027083,2006,1,0,0,0,6.1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46576605
82,9799,0,2006,0,0,1,0,6.4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300773
93,32558,12837847,2006,0,0,0,1,5.3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9022133
99,121026,51351389,2006,0,1,0,0,6.8,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67180597
100,10385,0,2006,1,0,0,0,6.1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116260
96,203187,44932465,2006,0,0,0,1,7.3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13022725
105,22267,41081111,2006,0,0,0,1,6.1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1680084
102,29353,5135139,2006,0,1,0,0,6.1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9019628
167,90199,115540625,2006,0,0,0,1,6.7,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76966534
122,17331,0,2006,1,0,0,0,7.6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17419993
105,63643,7702708,2006,0,0,1,0,7.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5987327
97,24317,15405417,2006,0,0,0,1,4.7,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108479966
114,32861,89864931,2006,1,0,0,0,4.2,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665910
102,41311,25675694,2006,0,0,1,0,5.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50252262
109,391981,97567639,2006,0,0,0,1,7.9,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45641606
129,290361,57770312,2006,1,0,0,0,7.6,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113632273
100,16244,0,2006,1,0,0,0,7.5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24197326
103,39328,15405417,2006,0,0,1,0,5.5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36517070
134,97434,173310937,2006,0,1,0,0,6.0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81456744
94,70595,0,2006,0,0,0,1,7.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7818470
117,648211,83446007,2006,1,0,0,0,7.7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270384241
113,26348,64189236,2006,0,0,0,1,6.9,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1284588
104,112350,128378472,2006,0,0,0,1,5.1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96322577
99,49145,83446007,2006,1,0,0,0,5.5,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92080775
110,71458,69324375,2006,0,1,0,0,5.6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97090212
87,6650,44932465,2006,0,0,1,0,5.8,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18644535
106,27386,0,2006,1,0,0,0,7.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779635
120,89482,12837847,2006,0,1,0,0,7.3,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7048521
180,45610,0,2006,0,1,0,0,7.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964299
125,35771,38513542,2006,0,0,1,0,6.9,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,49339471
96,71751,5135139,2006,0,1,0,0,6.7,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13512755
